iso3,glottocode,parallel_score,n_pairs_total,total_sent_pairs,n_corpora
quy,ayacucho quechua,0.0,0,0,0
xww,wemba wemba,0.0,0,0,0
urn,uruangnirin,0.0,0,0,0
yme,yameo,0.0,0,0,0
mqa,maba (indonesia),0.0,0,0,0
gmd,mághdì,0.0,0,0,0
ayr,central aymara,0.0,0,0,0
lbg,laopang,0.0,0,0,0
zpf,san pedro quiatoni zapotec,0.0,0,0,0
ako,akurio,0.0,0,0,0
jge,judeo-georgian,0.0,0,0,0
pgg,pangwali,0.0,0,0,0
pbn,kpasam,0.0,0,0,0
mnz,moni,0.0,0,0,0
thu,thuri,0.0,0,0,0
vky,kayu agung,0.0,0,0,0
unn,ganai,0.0,0,0,0
gwu,guwamu,0.0,0,0,0
gix,gilima,0.0,0,0,0
ksl,kumalu,0.0,0,0,0
zte,elotepec zapotec,0.0,0,0,0
dmo,kemezung,0.0,0,0,0
air,airoran,0.0,0,0,0
baj,barakai,0.0,0,0,0
hrp,nhirrpi,0.0,0,0,0
nyg,nyindu,0.0,0,0,0
xmr,meroitic,0.0,0,0,0
kcb,kawacha,0.0,0,0,0
mwi,ninde,0.0,0,0,0
xzm,zemgalian,0.0,0,0,0
akq,ak,0.0,0,0,0
gvm,gurmana,0.0,0,0,0
gwm,awngtim,0.0,0,0,0
soh,aka,0.0,0,0,0
bvt,bati (indonesia),0.0,0,0,0
pax,pankararé,0.0,0,0,0
tdl,sur,0.0,0,0,0
nsh,ngoshie,0.0,0,0,0
dgg,doga,0.0,0,0,0
tjo,oued righ,0.0,0,0,0
ate,mand,0.0,0,0,0
tgb,tobilung,0.0,0,0,0
tdb,panchpargania,0.0,0,0,0
ngz,ngungwel,0.0,0,0,0
yzk,zokhuo,0.0,0,0,0
seo,asabano,0.0,0,0,0
bjs,bajan,0.0,0,0,0
kcj,kobiana,0.0,0,0,0
txr,tartessian,0.0,0,0,0
drh,darkhat,0.0,0,0,0
bjx,banao itneg,0.0,0,0,0
nql,ngendelengo,0.0,0,0,0
mvo,marovo,0.0,0,0,0
nbo,nkukoli,0.0,0,0,0
myd,maramba,0.0,0,0,0
wet,perai,0.0,0,0,0
bxt,buxinhua,0.0,0,0,0
lya,layakha,0.0,0,0,0
cih,chinali,0.0,0,0,0
poo,central pomo,0.0,0,0,0
kzx,kamarian,0.0,0,0,0
xpf,south-eastern-tasmanian-hinterland,0.0,0,0,0
mty,nabi-metan,0.0,0,0,0
pen,penesak,0.0,0,0,0
djo,jangkang,0.0,0,0,0
nex,neme,0.0,0,0,0
wrn,warnang,0.0,0,0,0
mnq,minriq,0.0,0,0,0
twc,teshenawa,0.0,0,0,0
mdb,morigi,0.0,0,0,0
kep,kaikadi,0.0,0,0,0
gye,gyem,0.0,0,0,0
gli,guliguli,0.0,0,0,0
xnt,narrangansett,0.0,0,0,0
kmi,kami (nigeria),0.0,0,0,0
yne,lang'e,0.0,0,0,0
xeu,keoru-ahia,0.0,0,0,0
aoh,arma,0.0,0,0,0
ldp,tso,0.0,0,0,0
njr,njerep,0.0,0,0,0
irx,kamberau,0.0,0,0,0
grh,gbiri-niragu,0.0,0,0,0
cet,jalaa,0.0,0,0,0
knl,keninjal,0.0,0,0,0
ckz,cakchiquel-quiché mixed language,0.0,0,0,0
wul,silimo,0.0,0,0,0
waf,wakoná,0.0,0,0,0
jma,dima,0.0,0,0,0
crz,cruzeño,0.0,0,0,0
cuy,cuitlatec,0.0,0,0,0
xau,kauwera,0.0,0,0,0
doe,doe,0.0,0,0,0
nhj,tlalitzlipa nahuatl,0.0,0,0,0
xke,kereho,0.0,0,0,0
phv,pahlavani,0.0,0,0,0
lvs,standard latvian,0.0,0,0,0
cmt,camtho,0.0,0,0,0
xdo,kwandu,0.0,0,0,0
piw,pimbwe,0.0,0,0,0
mvu,marfa,0.0,0,0,0
wab,wab,0.0,0,0,0
tqu,touo,0.0,0,0,0
trl,traveller scottish,0.0,0,0,0
amg,amurdak,0.0,0,0,0
pin,piame,0.0,0,0,0
dne,ndendeule,0.0,0,0,0
tpu,tampuan,0.0,0,0,0
tvy,timor pidgin,0.0,0,0,0
plz,paluan,0.0,0,0,0
tgx,tagish,0.0,0,0,0
vrs,varisi,0.0,0,0,0
hmp,northern mashan hmong,0.0,0,0,0
lse,lusengo,0.0,0,0,0
saf,safaliba,0.0,0,0,0
mfj,mefele,0.0,0,0,0
bcx,pamona (retired),0.0,0,0,0
akd,ukpet-ehom,0.0,0,0,0
mqi,mariri,0.0,0,0,0
ayu,ayu,0.0,0,0,0
smf,auwe,0.0,0,0,0
vis,vishavan,0.0,0,0,0
dnv,danu,0.0,0,0,0
kdw,koneraw,0.0,0,0,0
vkk,kaur,0.0,0,0,0
mwu,mittu,0.0,0,0,0
rna,runa,0.0,0,0,0
bxv,berakou,0.0,0,0,0
xcc,camunic,0.0,0,0,0
knq,kintaq,0.0,0,0,0
csx,cambodian sign language,0.0,0,0,0
xvo,volscian,0.0,0,0,0
dyu,dyula,0.0,0,0,0
ktr,kota marudu tinagas,0.0,0,0,0
mth,munggui,0.0,0,0,0
mhf,mamaa,0.0,0,0,0
kni,kanufi,0.0,0,0,0
xps,pisidian,0.0,0,0,0
asv,asoa,0.0,0,0,0
txm,tomini,0.0,0,0,0
tip,trimuris,0.0,0,0,0
mjm,medebur,0.0,0,0,0
uuu,u,0.0,0,0,0
une,uneme,0.0,0,0,0
pai,pye,0.0,0,0,0
xah,kahayan,0.0,0,0,0
kkb,kwerisa,0.0,0,0,0
muw,mundari (retired),0.0,0,0,0
myj,mangayat,0.0,0,0,0
adg,andegerebinha,0.0,0,0,0
bbq,bamali,0.0,0,0,0
ree,rejang kayan,0.0,0,0,0
nby,ningera,0.0,0,0,0
usu,uya,0.0,0,0,0
bne,bintauna,0.0,0,0,0
hug,huachipaeri,0.0,0,0,0
laf,lafofa,0.0,0,0,0
ppe,papi,0.0,0,0,0
dgt,ndra'ngith,0.0,0,0,0
gbq,gbaya-bozoum,0.0,0,0,0
mkc,siliput,0.0,0,0,0
bfm,mmen,0.0,0,0,0
bfc,northern bai,0.0,0,0,0
yum,quechan,0.0,0,0,0
gll,bulloo river,0.0,0,0,0
yib,yinglish,0.0,0,0,0
twn,cambap-langa,0.0,0,0,0
xre,northeastern timbira,0.0,0,0,0
wie,wik-epa,0.0,0,0,0
wla,walio,0.0,0,0,0
grw,gweda,0.0,0,0,0
mrx,maremgi,0.0,0,0,0
usk,usaghade,0.0,0,0,0
yxu,yuu-yuu,0.0,0,0,0
jku,labir,0.0,0,0,0
bhu,bhunjia,0.0,0,0,0
skm,sakam,0.0,0,0,0
jks,amami o shima sign language,0.0,0,0,0
kzw,karirí-xocó,0.0,0,0,0
dnr,danaru,0.0,0,0,0
sul,surigao,0.0,0,0,0
lay,lama (myanmar),0.0,0,0,0
lwm,laomian,0.0,0,0,0
nmp,nimanbur,0.0,0,0,0
uam,uamué,0.0,0,0,0
bfx,bantayanon,0.0,0,0,0
rat,razajerdi,0.0,0,0,0
omu,omurano,0.0,0,0,0
rka,kraol,0.0,0,0,0
kdz,kwaja-ndaktup,0.0,0,0,0
oue,ounge,0.0,0,0,0
svb,ulau-suain,0.0,0,0,0
ruz,ruma,0.0,0,0,0
ugb,kuku-ugbanh,0.0,0,0,0
ggl,ganglau,0.0,0,0,0
mnt,maykulan,0.0,0,0,0
pby,pyu,0.0,0,0,0
neq,north central mixe,0.0,0,0,0
lsb,burundi sign language,0.0,0,0,0
pgy,pongyong,0.0,0,0,0
ait,arikem,0.0,0,0,0
tls,tambotalo,0.0,0,0,0
tlm,tolomako,0.0,0,0,0
ysg,sonaga,0.0,0,0,0
nrn,old norn,0.0,0,0,0
plp,palpa,0.0,0,0,0
awh,awbono,0.0,0,0,0
soa,thai song,0.0,0,0,0
kiq,kosadle,0.0,0,0,0
lby,lamalama,0.0,0,0,0
jih,stodsde,0.0,0,0,0
mmk,mukha-dora,0.0,0,0,0
ilp,philippines iranun,0.0,0,0,0
tbb,tapeba,0.0,0,0,0
bpk,orowe,0.0,0,0,0
moi,mboi,0.0,0,0,0
mzq,mori atas,0.0,0,0,0
asd,asas,0.0,0,0,0
tbx,kapin,0.0,0,0,0
rod,rogo,0.0,0,0,0
bwh,bishuo,0.0,0,0,0
nuu,ngbundu,0.0,0,0,0
hir,himarimã,0.0,0,0,0
zmh,makolkol,0.0,0,0,0
wgw,wagawaga (retired),0.0,0,0,0
lrn,lorang,0.0,0,0,0
thn,thachanadan,0.0,0,0,0
gka,guya,0.0,0,0,0
lix,liabuku,0.0,0,0,0
yui,yurutí,0.0,0,0,0
zkt,kitan,0.0,0,0,0
dbo,dulbu,0.0,0,0,0
tgn,tandaganon,0.0,0,0,0
szw,sawai,0.0,0,0,0
utp,amba (solomon islands),0.0,0,0,0
eli,nding,0.0,0,0,0
sic,malinguat,0.0,0,0,0
kwt,kwesten,0.0,0,0,0
skq,sininkere,0.0,0,0,0
kgh,upper tanudan kalinga,0.0,0,0,0
nww,ndwewe,0.0,0,0,0
krb,karkin,0.0,0,0,0
xeb,eblaite,0.0,0,0,0
pgi,pagi,0.0,0,0,0
bqq,biritai,0.0,0,0,0
wif,wik-keyangan,0.0,0,0,0
aur,aruek,0.0,0,0,0
paz,pankararú,0.0,0,0,0
mkm,moklen,0.0,0,0,0
okh,karanic,0.0,0,0,0
mmp,siawi,0.0,0,0,0
blr,blang,0.0,0,0,0
nlr,ngarla on the ashburton river south of the hamersley range,0.0,0,0,0
cwb,maindo,0.0,0,0,0
bgb,bobongko,0.0,0,0,0
bme,limassa,0.0,0,0,0
hms,southern qiandong miao,0.0,0,0,0
cra,chara,0.0,0,0,0
wbb,wabo,0.0,0,0,0
ywu,wumeng nasu,0.0,0,0,0
sbg,seget,0.0,0,0,0
wss,wasa,0.0,0,0,0
rjg,rajong,0.0,0,0,0
igg,igana,0.0,0,0,0
umr,umbugarla,0.0,0,0,0
jbj,dombano,0.0,0,0,0
iwk,i-wak,0.0,0,0,0
bwv,bahau river kenyah,0.0,0,0,0
pea,peranakan indonesian,0.0,0,0,0
avb,avau,0.0,0,0,0
hos,ho chi minh city sign language,0.0,0,0,0
pkr,attapady kurumba,0.0,0,0,0
wsu,wasu,0.0,0,0,0
goz,alamuti,0.0,0,0,0
pnr,panim,0.0,0,0,0
dmm,dama (cameroon),0.0,0,0,0
toe,tomedes,0.0,0,0,0
hmv,hmong dô,0.0,0,0,0
uta,otank,0.0,0,0,0
bkj,pande,0.0,0,0,0
bpq,banda malay,0.0,0,0,0
gve,duwet,0.0,0,0,0
bac,badui,0.0,0,0,0
dhw,kochariya-east danuwar,0.0,0,0,0
ity,moyadan itneg,0.0,0,0,0
xkj,kajali,0.0,0,0,0
mpo,miu,0.0,0,0,0
mea,menka,0.0,0,0,0
mxf,malgbe,0.0,0,0,0
mgl,maleu-kilenge,0.0,0,0,0
dgn,dagoman,0.0,0,0,0
dap,dafla,0.0,0,0,0
tce,southern tutchone,0.0,0,0,0
mht,mandahuaca,0.0,0,0,0
tzz,"tzotzil, zinacantán",0.0,0,0,0
bqu,boguru,0.0,0,0,0
vrt,burmbar,0.0,0,0,0
dyk,land dayak (retired),0.0,0,0,0
bit,berinomo,0.0,0,0,0
ggt,gitua,0.0,0,0,0
ckj,"kaqchikel, santo domingo xenacoj",0.0,0,0,0
lwa,lwalu,0.0,0,0,0
rts,yurats,0.0,0,0,0
sry,sera,0.0,0,0,0
anx,andra-hus,0.0,0,0,0
rdb,rudbari,0.0,0,0,0
rer,rer bare,0.0,0,0,0
pix,piu,0.0,0,0,0
kji,zabana,0.0,0,0,0
mlc,cao lan,0.0,0,0,0
rak,tulu-bohuai,0.0,0,0,0
xsh,shamang,0.0,0,0,0
tic,tira,0.0,0,0,0
bnv,bonerif,0.0,0,0,0
boq,bogaya,0.0,0,0,0
bqe,navarro-labourdin basque,0.0,0,0,0
deq,dendi (central african republic),0.0,0,0,0
tqm,turumsa,0.0,0,0,0
sev,nyarafolo senoufo,0.0,0,0,0
xwl,western xwla gbe,0.0,0,0,0
kzy,kango (tshopo district),0.0,0,0,0
kfo,koro (côte d'ivoire),0.0,0,0,0
hvv,santa maría del mar huave,0.0,0,0,0
raq,saam,0.0,0,0,0
xpt,punthamara,0.0,0,0,0
azt,faire atta,0.0,0,0,0
alf,alege,0.0,0,0,0
isa,isabi,0.0,0,0,0
klx,koluwawa,0.0,0,0,0
ttw,western lowland kenyah,0.0,0,0,0
anz,anem,0.0,0,0,0
ytl,tanglang-toloza,0.0,0,0,0
skx,seko padang,0.0,0,0,0
tvx,taivoan,0.0,0,0,0
jbe,judeo-berber,0.0,0,0,0
msl,molof,0.0,0,0,0
bxx,borna (democratic republic of congo),0.0,0,0,0
qmx,old indic,0.0,0,0,0
mze,morawa,0.0,0,0,0
yrs,yarsun,0.0,0,0,0
siu,galu,0.0,0,0,0
gwn,gwandara,0.0,0,0,0
dot,dass,0.0,0,0,0
gib,gibanawa,0.0,0,0,0
sws,seluwasan,0.0,0,0,0
tuu,tututni,0.0,0,0,0
puz,purum (retired),0.0,0,0,0
wbf,samue,0.0,0,0,0
akg,anakalangu,0.0,0,0,0
cts,northern catanduanes bicolano,0.0,0,0,0
quq,quinqui,0.0,0,0,0
ime,imeraguen,0.0,0,0,0
tax,tamki,0.0,0,0,0
cyo,cuyonon,0.0,0,0,0
acc,"achi', cubulco",0.0,0,0,0
snl,sangil,0.0,0,0,0
tsy,tebul sign language,0.0,0,0,0
cca,cauca,0.0,0,0,0
obr,old burmese,0.0,0,0,0
dok,dondo,0.0,0,0,0
tjw,djabwurrung,0.0,0,0,0
zlu,zul,0.0,0,0,0
mbx,mari (east sepik province),0.0,0,0,0
pdi,pa di,0.0,0,0,0
nol,nomlaki,0.0,0,0,0
bic,bikaru-bragge,0.0,0,0,0
bqd,bung,0.0,0,0,0
aug,aguna,0.0,0,0,0
rws,rawas (retired),0.0,0,0,0
nkz,nkari,0.0,0,0,0
eki,eki,0.0,0,0,0
bqt,bamukumbit,0.0,0,0,0
pup,pulabu,0.0,0,0,0
kpa,kutto,0.0,0,0,0
tlz,toala',0.0,0,0,0
elk,elkei,0.0,0,0,0
crf,caramanta,0.0,0,0,0
ncc,ponam,0.0,0,0,0
xga,galatian,0.0,0,0,0
yln,langnian buyang,0.0,0,0,0
rmp,rempi,0.0,0,0,0
tmy,tami,0.0,0,0,0
rnr,nari nari,0.0,0,0,0
gsp,wasembo,0.0,0,0,0
umo,umotína,0.0,0,0,0
wng,wanggom,0.0,0,0,0
ukp,ukpe-bayobiri,0.0,0,0,0
wag,wa'ema,0.0,0,0,0
pcl,pardhi,0.0,0,0,0
wur,wurrugu,0.0,0,0,0
bau,bada (nigeria),0.0,0,0,0
cby,carabayo,0.0,0,0,0
xkn,kayan river kayan,0.0,0,0,0
ttn,towei,0.0,0,0,0
wlr,ale,0.0,0,0,0
nsr,maritime sign language,0.0,0,0,0
ndm,ndam,0.0,0,0,0
nhc,tabasco nahuatl,0.0,0,0,0
suh,suba (retired),0.0,0,0,0
prv,provençal (retired),0.0,0,0,0
bvo,bolgo,0.0,0,0,0
rpt,rapting,0.0,0,0,0
coq,coquille,0.0,0,0,0
bqx,baangi,0.0,0,0,0
nmv,ngamini-yarluyandi-karangura,0.0,0,0,0
tre,east tarangan,0.0,0,0,0
snr,sihan (gum),0.0,0,0,0
tnz,maniq,0.0,0,0,0
org,oring,0.0,0,0,0
ley,lemolang,0.0,0,0,0
bqs,bosngun,0.0,0,0,0
kpu,kafoa,0.0,0,0,0
mjh,mwera (nyasa),0.0,0,0,0
agv,hatang kayi,0.0,0,0,0
ttl,totela,0.0,0,0,0
yiq,miqie,0.0,0,0,0
mke,mawchi,0.0,0,0,0
tmj,samarokena,0.0,0,0,0
bgu,mbongno,0.0,0,0,0
yku,kuamasi,0.0,0,0,0
cru,carútana,0.0,0,0,0
cdg,chamari,0.0,0,0,0
kof,kubi,0.0,0,0,0
psg,penang sign language,0.0,0,0,0
pev,pémono,0.0,0,0,0
nuo,nguôn,0.0,0,0,0
dui,dumun,0.0,0,0,0
ylg,yalaku,0.0,0,0,0
bec,iceve-maci,0.0,0,0,0
aft,afitti,0.0,0,0,0
jdg,jadgali,0.0,0,0,0
kye,krache,0.0,0,0,0
kjo,indo-aryan kinnauri,0.0,0,0,0
cna,changthang,0.0,0,0,0
tdm,taruma,0.0,0,0,0
cga,changriwa,0.0,0,0,0
sdd,semendo,0.0,0,0,0
pcw,pyapun,0.0,0,0,0
zmo,molo,0.0,0,0,0
xpz,bruny island,0.0,0,0,0
vbb,southeast babar,0.0,0,0,0
kzd,kadai,0.0,0,0,0
yyz,ayizi,0.0,0,0,0
zkk,karankawa,0.0,0,0,0
lcq,luhu-piru,0.0,0,0,0
mcw,mawa (chad),0.0,0,0,0
njx,kunyi,0.0,0,0,0
mpn,mindiri,0.0,0,0,0
xxr,koropó,0.0,0,0,0
zrg,mirgan,0.0,0,0,0
plm,palembang,0.0,0,0,0
mwg,aiklep,0.0,0,0,0
dee,dewoin,0.0,0,0,0
jad,jahanka,0.0,0,0,0
mqq,minokok,0.0,0,0,0
lhl,lahul lohar,0.0,0,0,0
ggk,kungarakany,0.0,0,0,0
jab,hyam,0.0,0,0,0
dnd,daonda,0.0,0,0,0
tlq,muak,0.0,0,0,0
idt,idaté,0.0,0,0,0
nec,nedebang,0.0,0,0,0
ndx,nduga,0.0,0,0,0
abg,abaga,0.0,0,0,0
oyb,oy,0.0,0,0,0
ldh,lamja-dengsa-tola,0.0,0,0,0
nlw,walangama,0.0,0,0,0
tme,tremembé,0.0,0,0,0
xmy,mayaguduna,0.0,0,0,0
mqd,madang (malaysia),0.0,0,0,0
loo,lombo,0.0,0,0,0
ont,ontenu,0.0,0,0,0
mxo,mbowe,0.0,0,0,0
hro,haroi,0.0,0,0,0
mdn,mbati,0.0,0,0,0
dii,dimbong,0.0,0,0,0
wny,wanyi,0.0,0,0,0
bvl,bolivian sign language,0.0,0,0,0
klp,kamasa,0.0,0,0,0
kfv,kurmukar,0.0,0,0,0
swn,sawknah-fogaha,0.0,0,0,0
fum,fum,0.0,0,0,0
srg,sulod,0.0,0,0,0
aie,amara,0.0,0,0,0
yet,yetfa,0.0,0,0,0
vor,voro,0.0,0,0,0
nkv,nyika (malawi and zambia),0.0,0,0,0
ant,antakarinya,0.0,0,0,0
rmh,murkim,0.0,0,0,0
nlu,nchumbulu,0.0,0,0,0
xii,xiri,0.0,0,0,0
typ,thaypan,0.0,0,0,0
obm,moabite,0.0,0,0,0
lbm,lodhi,0.0,0,0,0
eur,europanto,0.0,0,0,0
fui,bagirmi fulfulde,0.0,0,0,0
pbt,southern pashto,0.0,0,0,0
bvp,bumang,0.0,0,0,0
kbu,kabutra,0.0,0,0,0
ruy,mala (nigeria),0.0,0,0,0
xsp,silopi,0.0,0,0,0
nkg,nekgini,0.0,0,0,0
yra,yerakai,0.0,0,0,0
dbf,edopi,0.0,0,0,0
kqx,mser,0.0,0,0,0
chs,chumash,0.0,0,0,0
kgx,kamaru,0.0,0,0,0
iwm,iwam,0.0,0,0,0
gus,guinean sign language,0.0,0,0,0
urz,uru-eu-wau-wau,0.0,0,0,0
gzn,gane,0.0,0,0,0
til,tillamook,0.0,0,0,0
bzn,boano (maluku),0.0,0,0,0
dbi,ejuele,0.0,0,0,0
lji,laiyolo,0.0,0,0,0
ynu,yahuna,0.0,0,0,0
pns,ponosakan,0.0,0,0,0
qhr,old sabellic,0.0,0,0,0
slf,swiss-italian sign language,0.0,0,0,0
hol,holu,0.0,0,0,0
kkp,gugubera,0.0,0,0,0
khj,kuturmi,0.0,0,0,0
jka,kaera,0.0,0,0,0
jna,jangshung,0.0,0,0,0
seb,shempire senoufo,0.0,0,0,0
ikl,ikulu,0.0,0,0,0
xwd,wadi wadi,0.0,0,0,0
kag,kajaman,0.0,0,0,0
wdg,wadaginam,0.0,0,0,0
ttp,tombelala,0.0,0,0,0
bdn,baldemu,0.0,0,0,0
xpm,pumpokol,0.0,0,0,0
mmb,momina,0.0,0,0,0
xmh,kuku-muminh,0.0,0,0,0
nrp,north picene,0.0,0,0,0
trb,terebu,0.0,0,0,0
nks,momogo-pupis-irogo,0.0,0,0,0
xcm,comecrudan,0.0,0,0,0
xap,apalachee,0.0,0,0,0
kka,kakanda,0.0,0,0,0
ayy,tayabas ayta near lucena city in western quezon,0.0,0,0,0
nhp,isthmus-pajapan nahuatl,0.0,0,0,0
hme,eastern huishui hmong,0.0,0,0,0
bbv,karnai,0.0,0,0,0
nnt,nanticoke,0.0,0,0,0
apv,alapmunte,0.0,0,0,0
glo,galambu,0.0,0,0,0
tys,tày sa pa,0.0,0,0,0
wkr,kurnkopanut,0.0,0,0,0
mdk,mangbutu,0.0,0,0,0
bsv,baga sobané,0.0,0,0,0
gsn,gusan,0.0,0,0,0
psa,asue awyu,0.0,0,0,0
gnk,//gana,0.0,0,0,0
hba,hamba de lomela,0.0,0,0,0
mqz,malasanga,0.0,0,0,0
ylu,aribwaung,0.0,0,0,0
bpj,binji,0.0,0,0,0
bjl,bulu (papua new guinea),0.0,0,0,0
bot,bongo,0.0,0,0,0
mwx,mediak,0.0,0,0,0
unx,munda,0.0,0,0,0
aqd,ampari dogon,0.0,0,0,0
muu,yaaku,0.0,0,0,0
mbg,northern nambikuára,0.0,0,0,0
bnd,banda (indonesia),0.0,0,0,0
lhn,lahanan,0.0,0,0,0
tkb,buksa,0.0,0,0,0
ymj,muji yi,0.0,0,0,0
gyg,gbayi,0.0,0,0,0
loh,narim,0.0,0,0,0
isi,nkem-nkum,0.0,0,0,0
lmg,lamogai,0.0,0,0,0
kjf,khalaj,0.0,0,0,0
tcn,tichurong,0.0,0,0,0
obk,southern bontok,0.0,0,0,0
lms,limousin,0.0,0,0,0
tns,tenis,0.0,0,0,0
raz,rahambuu,0.0,0,0,0
mdq,mbole,0.0,0,0,0
pgd,gandhari,0.0,0,0,0
ors,orang seletar,0.0,0,0,0
xuf,kunfal,0.0,0,0,0
bti,burate,0.0,0,0,0
ymq,qila muji,0.0,0,0,0
grm,kota marudu talantang,0.0,0,0,0
xpb,ben-lomond-cape-portland,0.0,0,0,0
xgd,gudang,0.0,0,0,0
nsv,southwestern nisu,0.0,0,0,0
aki,aiome,0.0,0,0,0
xmj,majera,0.0,0,0,0
nrx,ngurmbur,0.0,0,0,0
rmz,marma,0.0,0,0,0
blm,beli (south sudan),0.0,0,0,0
kmf,kare (papua new guinea),0.0,0,0,0
das,daho-doo,0.0,0,0,0
xmc,makhuwa-marrevone,0.0,0,0,0
lau,laba,0.0,0,0,0
aux,aurê y aurá,0.0,0,0,0
uok,uokha,0.0,0,0,0
hmf,hmong don,0.0,0,0,0
anb,andoa,0.0,0,0,0
gmu,gumalu,0.0,0,0,0
tze,"tzotzil, chenalhó",0.0,0,0,0
dof,domu,0.0,0,0,0
tgy,togoyo,0.0,0,0,0
xao,khao,0.0,0,0,0
lce,loncong,0.0,0,0,0
lov,lopi,0.0,0,0,0
zms,mbesa,0.0,0,0,0
caj,chané,0.0,0,0,0
jrr,jiru,0.0,0,0,0
ipo,ipiko,0.0,0,0,0
lan,laru (nigeria),0.0,0,0,0
ydk,yoidik,0.0,0,0,0
lky,lokoya,0.0,0,0,0
khk,halh mongolian,0.0,0,0,0
znk,manangkari,0.0,0,0,0
wud,wudu,0.0,0,0,0
zbc,central berawan,0.0,0,0,0
myg,manta,0.0,0,0,0
buj,basa-gurmana,0.0,0,0,0
auk,heyo,0.0,0,0,0
taq,tamasheq,0.0,0,0,0
mzg,monastic sign language,0.0,0,0,0
ism,masimasi,0.0,0,0,0
dei,demisa,0.0,0,0,0
wik,wikalkan,0.0,0,0,0
ruh,ruga,0.0,0,0,0
rnw,rungwa,0.0,0,0,0
sbk,safwa,0.0,0,0,0
dge,degenan,0.0,0,0,0
tzt,"tz'utujil, western",0.0,0,0,0
ppm,papuma,0.0,0,0,0
zhi,zhire,0.0,0,0,0
mob,moinba,0.0,0,0,0
ktx,kaxararí,0.0,0,0,0
btb,beti (cameroon),0.0,0,0,0
ggb,gbii,0.0,0,0,0
pnl,palen,0.0,0,0,0
vto,vitou,0.0,0,0,0
szg,sengele,0.0,0,0,0
sts,shumashti,0.0,0,0,0
hmu,hamap,0.0,0,0,0
spc,sapé,0.0,0,0,0
ukh,ukhwejo,0.0,0,0,0
mew,maaka,0.0,0,0,0
rnb,brunca sign language,0.0,0,0,0
bek,bebeli,0.0,0,0,0
tck,tchitchege,0.0,0,0,0
isn,isanzu,0.0,0,0,0
cbd,carijona,0.0,0,0,0
hru,hruso,0.0,0,0,0
iff,ifo,0.0,0,0,0
jls,jamaican sign language,0.0,0,0,0
hng,hungu-pombo,0.0,0,0,0
wbe,waritai,0.0,0,0,0
byd,benyadu',0.0,0,0,0
tsh,tsuvan,0.0,0,0,0
amz,atampaya,0.0,0,0,0
emb,embaloh,0.0,0,0,0
mkx,cinamiguin manobo,0.0,0,0,0
phk,phake,0.0,0,0,0
ntk,ikoma-nata,0.0,0,0,0
pmd,pallanganmiddang,0.0,0,0,0
njs,nisa-anasi,0.0,0,0,0
plv,southwest palawano,0.0,0,0,0
ssk,sunam,0.0,0,0,0
jbk,barikewa,0.0,0,0,0
opo,opao,0.0,0,0,0
iap,iapama,0.0,0,0,0
xru,marriammu,0.0,0,0,0
ylm,limi,0.0,0,0,0
uru,urumi,0.0,0,0,0
zeg,zenag,0.0,0,0,0
mjo,malankuravan,0.0,0,0,0
sfm,gha-mu,0.0,0,0,0
vkz,koro zuba,0.0,0,0,0
faz,northwestern fars,0.0,0,0,0
kxx,likuba,0.0,0,0,0
tbp,taworta,0.0,0,0,0
ndr,ndoola,0.0,0,0,0
riu,riung,0.0,0,0,0
nln,durango nahuatl,0.0,0,0,0
pic,pinji,0.0,0,0,0
kbf,kakauhua,0.0,0,0,0
oun,!o!ung,0.0,0,0,0
abc,ambala ayta,0.0,0,0,0
sgx,sierra leone sign language,0.0,0,0,0
bve,berau malay,0.0,0,0,0
bpx,palya bareli,0.0,0,0,0
awg,anguthimri,0.0,0,0,0
png,pongu,0.0,0,0,0
lrr,southern yamphu,0.0,0,0,0
rmk,romkun,0.0,0,0,0
ckc,"kaqchikel, northern",0.0,0,0,0
wii,minidien,0.0,0,0,0
lgb,laghu,0.0,0,0,0
elh,el hugeirat,0.0,0,0,0
bnx,bangubangu,0.0,0,0,0
cjk,chokwe,0.0,0,0,0
lod,berawan,0.0,0,0,0
tra,tirahi,0.0,0,0,0
gen,geman deng,0.0,0,0,0
omo,utarmbung,0.0,0,0,0
bvs,belgian sign language,0.0,0,0,0
xoc,o'chi'chi',0.0,0,0,0
dsi,dissa-canton mufa,0.0,0,0,0
pni,aoheng-seputan,0.0,0,0,0
jko,kubo,0.0,0,0,0
mzd,malimba,0.0,0,0,0
xpa,pirriya,0.0,0,0,0
nkj,nakai,0.0,0,0,0
nyd,nyore,0.0,0,0,0
nax,nakwi,0.0,0,0,0
nbr,numana,0.0,0,0,0
mjp,malapandaram,0.0,0,0,0
amv,ambelau,0.0,0,0,0
bui,bongili,0.0,0,0,0
mqs,west makian,0.0,0,0,0
gou,gavar,0.0,0,0,0
xgf,tongva,0.0,0,0,0
nae,naka'ela,0.0,0,0,0
nlo,ngwii,0.0,0,0,0
mxa,northwest oaxaca mixtec,0.0,0,0,0
svk,slovakian sign language,0.0,0,0,0
ora,oroha,0.0,0,0,0
luw,luo (cameroon),0.0,0,0,0
luf,laua,0.0,0,0,0
moo,monom,0.0,0,0,0
kdu,kadaru,0.0,0,0,0
grq,gorovu,0.0,0,0,0
smv,samvedi,0.0,0,0,0
vsv,valencian sign language,0.0,0,0,0
ohu,old hungarian,0.0,0,0,0
puy,purisimeño,0.0,0,0,0
